"timestamp","idf7e0e6a9ebcf4e82f8455b69af3a99ea","idea0c9156c4b3940312f4483a14b25f7e","id25144079ace8e400ef625cb0b5c4f49b","idc659d6134e73ba03948995ba848a9fb7","ida54199e3f67b6de38c6d717b15922344","id4e3cffd4957f8bf08cc9d2c66e4ee172","id6523b5fef60ecd5f9e362a2e2d5dabf8","id3f40c55abb391c062356272ac24000ee","id108be3ab3726b4beac020aef421acd53","id4bf9d61c1af7458526df0d5f0d08c5b2","ided9a31470432588135e7fc8a97b7f979","idbaf1ceb24a2ed58579327dcd1577af90","id853f376dcb4b75332a2ad0a91a82c8ff","idfca048328a00573ad632b2de6fb3866d","id8b8a5121578fd682a939fb4765d0f55b","id55e241a349ad0bab868ca9ded3bb741a","id11eeccf39575d29e30c0c93e404ad3f2","id2af8fc0a2c3247c605fab73448934cb1","id72cea59c0fb4a15e60a5c7fa78c12de4","idfeb415b56def32b3a70afa72486d85ff","id5388d217b085e76a60cd80b24eb5868d","id81bb4fe9d847aecad35333efef25f87b","id12f0e6dd5c2dfc57689fe25e6914ea47","idb4d7c53e30297dc886f86c662671efed","idf9c5502bfde353c8ab4d274ccab26060","idfe1dc6da50e4dbc22d361ecc0ddc6fd1","id38e87d1e5a3c7b7f7555ea2593784322","id7263727ee60d6bb4f45041b6076e5e8e","id89c91beb20773c712921ac1f183ce96a","idb5431a779d457f331d0f57b5209c0502"
1989-01-30,1.46,0.947,1.75,161.65,118.353333333333,12.6,4,1.37,1.32,387.17,2.21,0.073,32.2,0.357,5.47,31.2,54.7,0.36,1.37,1.77,0.79,7.97,257.1,0.31,3.44,0.256,318.81,118.06,0.831,0.943
1989-02-06,1.37,0.943,1.63,161.436666666667,118.346,12.5,3.77,1.28,0.767,387.05,1.94,0.085,26.8,0.356,4.07,29.6,52.6,0.341,1.34,1.79,0.884,7.84,257.1,0.307,3.49,0.286,318.76,118.08,0.723,1
1989-02-13,1.39,0.967,1.99,161.325,118.35,13.2,4.36,1.33,0.729,386.91,2.45,0.1,28.2,0.43,5.01,29.5,55.4,0.395,1.68,2.5,0.971,8.64,257.07,0.364,3.52,0.261,318.71,118.11,0.811,1
1989-02-20,2.19,1.1,3.63,161.63,118.342222222222,19.6,6.82,1.32,0.826,387.05,7.17,0.21,79.1,0.396,22.7,71.6,76.6,0.489,7.67,4.56,2.3,10,257.09,0.43,5.29,1.55,318.745,118.07,1.69,1.98
1989-02-27,1.64,1.02,2.49,162.65,118.36,14.7,5.48,1.31,1.19,386.56,3.49,0.147,53.5,0.381,12.4,49.9,60.9,0.417,3.34,2.43,1.15,8.85,257.12,0.375,3.9,0.613,318.745384615385,118.08,1.25,1.44
1989-03-06,2.7,0.998,3.16,163.14,118.32,16.6,5.4,1.29,1.7,386.85,5.87,0.215,100,0.385,33.7,56.6,71,0.679,3.87,2.65,1.61,10.2,257.14,0.46,3.84,2.06,318.74,118.04,1.7,1.49
1989-03-13,2.49,0.944,2.87,162.64,118.32,14.2,5.39,1.31,1.62,386.72,4.77,0.11,61.4,0.353,13.7,46.2,59.8,0.467,3.14,1.89,1.06,9.58,257.17,0.344,3.44,1.07,318.715,118.06,1.7,1.38
1989-03-20,1.9,0.953,2.9,162.43,118.31,13.3,6,1.31,1.62,386.65,3.44,0.086,62.6,0.354,17.7,56.5,55.6,0.405,3.09,1.61,0.988,8.53,257.11,0.299,3.22,1.18,318.69,118.06,1.28,1.5
1989-03-27,1.92,0.88,2.37,162.28,118.302222222222,13.4,5.59,1.33,1.78,386.55,3.27,0.085,58.5,0.379,18.1,49.8,58.9,0.468,2.34,1.73,1.11,8.65,257.11875,0.299,3.13,0.949,318.66375,118.045,1.09,2.14
1989-04-03,1.44,0.877,1.93,162.26,118.31,12.9,5.68,1.33,1.69,386.55,2.38,0.159,36.1,0.468,8.28,49,57.9,0.425,2.18,1.93,0.993,7.98,257.1,0.292,3.17,0.409,318.6375,118.06,0.818,1.61
1989-04-10,1.45,0.813,2.25,162.67,118.3,12.4,5.15,1.34,1.34,386.46,2.4,0.164,35.9,0.423,6.15,43.7,59.5,0.452,1.73,1.52,0.982,8.28,257.14,0.3,3.04,0.423,318.605,118.04,0.806,1.49
1989-04-17,1.47,0.911,2.36,162.57,118.29,13.1,6.08,1.37,1.1,387.33,2.12,0.191,34.1,0.559,7.36,44.4,56,0.638,2.13,1.94,1.2,7.96,257.215,0.357,3.37,0.778,318.57,118.03,0.76,1.77
1989-04-24,2,0.8,11.7,163.4,118.29,14.5,4.96,1.45,2.92,387.22,2.82,0.421,229,0.546,43.1,45.3,120,1.37,1.85,2.29,1.15,9.91,257.29,0.814,3.37,2.05,318.574666666667,118.02,1.06,4.89
1989-05-01,2.11,0.809,3.02,163.09,118.28,13,4.96,1.4,0.701,387.21,2.52,0.201,57.8,0.408,13.2,43.1,64.2,0.58,1.73,2.24,1.32,9,257.243333333333,0.542,3.5,0.867,318.579333333333,118.046666666667,0.851,1.72
1989-05-08,1.34,0.798,2.19,162.57,118.295,11,3.81,1.42,1.59,387.15,1.72,0.076,35,0.343,6.62,33.4,47.9,0.453,1.24,1.57,0.822,7.79,257.23,0.435,3.03,0.397,318.562857142857,118.105,0.671,1.37
1989-05-15,1.51,0.787,3.52,162.42,118.29,11.5,4.23,1.31,1.34,387.12,2.25,0.071,46,0.319,11,42.4,51.9,0.429,1.8,1.67,0.937,7.92,257.15125,0.342,3.09,0.486,318.542857142857,118.09,0.656,1.07
1989-05-22,1.09,0.8,1.74,162.04,118.3,10,3.1,1.32,1.02,387.1,1.39,0.056,26.2,0.213,5.06,27.1,41.7,0.388,1.07,1.11,0.591,7.68,257.13,0.247,2.87,0.2,318.530769230769,118.1,0.503,0.881
1989-05-29,0.991,1.16,1.31,161.815,118.3,9.27,2.96,1.36,0.981,387.08,1.18,0.041,20,0.267,3.61,23.8,31.9,0.364,1.14,0.86,0.523,6.8,257.15,0.206,2.6,0.152,318.52,118.115,0.445,0.864
1989-06-05,1.15,0.954,1.74,161.79,118.3,10.9,3.29,1.32,0.836,387.06,1.3,0.046,26.1,0.339,4.64,40.6,48.7,0.367,1.06,1.33,0.993,7.04,257.17,0.236,3.01,0.24,318.51,118.1025,0.552,0.809
1989-06-12,1.16,0.865,1.49,161.53,118.287272727273,8.9,3.03,1.24,0.582,386.85,1.09,0.037,20.9,0.3,4.05,22.5,34.9,0.351,1.26,1.08,0.733,6.91,257.12,0.228,2.62,0.161,318.5,118.0775,0.379,0.739
1989-06-19,0.866,0.905,0.928,161.33,118.280909090909,8.54,2.7,1.22,0.436,386.7,0.843,0.031,15.4,0.316,2.31,19.9,29.1,0.327,0.844,0.818,0.539,6.36,257.12,0.214,2.55,0.17,318.47,118.06,0.333,0.59
1989-06-26,0.786,0.962,1.11,161.35,118.28,8.29,2.5,1.13,0.382,386.78,1.1,0.044,18.6,0.322,2.43,20.3,35.4,0.287,0.784,1.02,0.574,6.38,257.12,0.198,3.15,0.167,318.44,118.055,0.334,0.616
1989-07-03,1.26,0.882,1.76,161.285,118.272857142857,12,3.05,1.33,0.333,386.83,2.9,0.049,35.4,0.312,6.95,26.5,52.7,0.268,1.06,1.75,1.02,8.73,257.1,0.209,3.73,0.198,318.425,117.995,1.02,0.6
1989-07-10,0.588,0.813,1.17,161.123333333333,118.27,8.3,2.25,1.08,0.279,386.64,0.839,0.05,20.3,0.322,3.2,19,40.8,0.25,1.04,1.13,0.497,6.54,257.12,0.155,2.93,0.085,318.41,117.93,0.424,0.626
1989-07-17,0.529,0.898,0.907,161.07,118.27,7.57,2.12,1.06,0.262,386.48,0.64,0.026,14.1,0.334,1.96,17.6,29.7,0.231,0.668,0.694,0.393,5.99,257.06,0.184,2.7,0.066,318.37,117.883333333333,0.299,0.506
1989-07-24,0.598,0.953,1.82,160.87,118.26,10.8,2.47,1.13,0.229,386.25,1.74,0.027,21.5,1.63,3.63,16.5,41,0.216,0.704,2.07,0.657,7.27,257.08625,0.247,2.92,0.082,318.33,117.84,0.812,0.628
1989-07-31,0.641,0.615,0.972,160.84,118.26,7.77,2.2,1.02,0.254,386.21,0.811,0.031,15.8,0.328,2.55,19.2,30.6,0.235,0.819,1.12,0.508,5.92,257.07,0.24,2.84,0.061,318.305,117.82,0.393,0.588
1989-08-07,0.713,0.715,0.781,160.99,118.246,7.82,2.54,1,0.299,386.08,0.762,0.027,14.5,0.3,2.22,19.8,31.6,0.263,0.829,1.04,0.58,5.4,257.03,0.236,2.57,0.053,318.28,117.805,0.567,0.608
1989-08-14,0.701,0.789,0.709,160.945,118.239333333333,7.62,2.47,0.99,0.2,385.95,0.713,0.026,14.7,0.328,2.29,18.9,28.8,0.214,0.7,0.753,0.598,5.78,257.06,0.129,2.56,0.07,318.255,117.76,0.464,0.579
1989-08-21,0.679,0.87,0.624,160.73,118.234666666667,7.22,2.11,1.01,0.208,385.79,0.566,0.016,12.6,0.36,1.81,16,22.6,0.224,0.61,0.603,0.332,5.79,257.06,0.122,2.39,0.05,318.23,117.72,0.331,0.543
1989-08-28,0.877,0.861,0.898,160.78,118.23,8.52,2.86,1.1,0.327,385.71,0.971,0.027,10.7,0.336,2.11,24,33.1,0.232,1.04,0.886,0.541,6.12,257.05,0.147,2.84,0.176,318.2,117.693333333333,0.521,0.61
1989-09-04,0.845,0.937,0.772,160.81,118.2125,8.41,5.1,1.08,0.239,385.58,0.818,0.052,15.3,0.34,1.94,29.2,34.9,0.253,1.15,1.16,1.16,6.23,257.02,0.194,2.7,0.075,318.17,117.653333333333,0.405,0.416
1989-09-11,0.626,0.837,0.636,160.83,118.196666666667,7.29,2.41,0.979,0.214,385.4,0.475,0.026,10.8,0.258,1.55,16,26.6,0.145,0.635,0.686,0.472,5.63,257.02,0.124,2.29,0.061,318.155,117.61,0.296,0.4
1989-09-18,0.693,0.85,0.753,160.85,118.195,8.19,3.24,0.933,0.228,385.27,1.27,0.027,20.5,0.278,2.71,35.3,29.9,0.133,0.831,0.839,0.71,6.16,257.04,0.126,2.51,0.126,318.14,117.585,0.538,0.434
1989-09-25,0.743,0.877,1.16,160.75,118.182857142857,7.48,2.56,0.921,0.227,386.16,0.645,0.025,14.4,0.271,2.31,16.3,29.5,0.128,0.584,0.762,0.491,5.75,257.03,0.125,2.43,0.35,318.12,117.546666666667,0.337,0.441
1989-10-02,0.726,0.885,0.89,160.73,118.18,7.45,2.84,0.947,0.222,386.08,0.766,0.029,13.6,0.377,1.89,20.1,28.1,0.131,0.825,0.719,0.584,5.73,257.03,0.121,2.41,0.112,318.1,117.51,0.378,0.435
1989-10-09,1.26,0.966,1.51,160.78,118.17,11.3,3.93,1.03,0.279,385.28,2.32,0.032,31.1,0.357,2.96,31.7,47.2,0.185,1.25,1.21,1.24,7.12,257.06,0.185,2.77,0.665,318.085,117.484285714286,1.19,0.83
1989-10-16,0.88,0.874,1.45,160.71,118.166666666667,7.96,3.49,0.901,0.363,384.81,1.62,0.03,22.2,0.248,3.06,22.2,33.3,0.143,0.875,0.926,0.554,5.54,257.04,0.131,2.64,0.348,318.07,117.45,0.98,0.506
1989-10-23,0.863,0.865,0.758,160.62,118.157272727273,7.5,2.9,0.905,0.306,384.72,0.958,0.031,16.6,0.257,2.32,18.6,29.1,0.157,0.645,0.722,0.465,5.4,257.03,0.144,2.42,0.153,318.055,117.4275,0.747,0.483
1989-10-30,0.92,1.05,1.02,160.75,118.150909090909,10.4,4.61,1.03,0.668,384.54,2.26,0.05,15.7,0.414,4.57,19.8,37.4,0.396,2.57,2.11,0.745,6.11,257.02,0.178,2.75,0.461,318.04,117.41,0.952,0.825
1989-11-06,1.17,1.13,1.9,161.01,118.13,12.5,3.48,0.928,0.622,384.65,2.51,0.086,43.4,0.671,10.1,25.3,45.3,0.352,1.43,2.52,1.1,6.42,257.06,0.372,3.01,1.22,318.075,117.41,1.22,0.812
1989-11-13,0.944,0.871,1.11,160.77,118.118333333333,10,3.05,0.932,0.457,384.51,1.85,0.053,37.7,0.323,6.82,22.9,40.5,0.147,1.01,1.41,0.734,6.14,257.08,0.157,3.07,0.384,318.11,117.39,1.27,0.531
1989-11-20,0.802,0.852,0.812,160.71,118.115,8.53,2.69,0.895,0.419,384.47,1.16,0.03,25,0.264,3.52,19,32.8,0.148,0.793,0.861,0.474,5.38,257.05,0.148,2.42,0.185,318.085,117.39,0.869,0.522
1989-11-27,0.784,0.837,0.774,160.72,118.111666666667,8.44,2.49,0.908,0.337,384.36,1.15,0.031,21,0.268,3.35,19.1,29.8,0.141,0.872,0.811,0.515,5.53,257.04,0.143,2.24,0.211,318.06,117.398571428571,0.777,0.486
1989-12-04,0.747,0.813,0.729,160.625,118.089090909091,7.51,2.51,0.878,0.32,384.25,0.917,0.031,20.3,0.256,2.41,16.2,27.2,0.132,1.07,0.696,0.525,5.03,257.02,0.145,2.19,0.14,318.04,117.393333333333,0.593,0.447
1989-12-11,0.711,0.803,0.628,160.68,118.082727272727,7.16,2.4,0.847,0.335,384.38,0.82,0.04,18.1,0.305,1.83,13.6,25.8,0.126,0.693,0.797,0.564,5.02,257,0.152,2.1,0.121,318.02,117.39,0.535,0.454
1989-12-18,3,0.94,9.77,161.87,118.076,17,7.03,1.02,1.31,384.54,5.03,0.245,248,0.467,57.5,95,73.6,0.684,4.52,3.96,1.61,9.76,257.12,0.349,4.6,2.44,318.129375,117.39,1.45,1.25
1989-12-25,2.55,0.952,6.82,163.08,118.07,24.9,6.54,1.13,4.36,384.4,5.98,0.268,186,0.498,38.5,64.6,101,0.924,3.69,5.45,1.42,12.2,257.275555555556,0.443,4.97,2.5,318.23875,117.398571428571,2.43,2.71
