"timestamp","idf7e0e6a9ebcf4e82f8455b69af3a99ea","idea0c9156c4b3940312f4483a14b25f7e","id25144079ace8e400ef625cb0b5c4f49b","idc659d6134e73ba03948995ba848a9fb7","ida54199e3f67b6de38c6d717b15922344","id4e3cffd4957f8bf08cc9d2c66e4ee172","id6523b5fef60ecd5f9e362a2e2d5dabf8","id3f40c55abb391c062356272ac24000ee","id108be3ab3726b4beac020aef421acd53","id4bf9d61c1af7458526df0d5f0d08c5b2","ided9a31470432588135e7fc8a97b7f979","idbaf1ceb24a2ed58579327dcd1577af90","id853f376dcb4b75332a2ad0a91a82c8ff","idfca048328a00573ad632b2de6fb3866d","id8b8a5121578fd682a939fb4765d0f55b","id55e241a349ad0bab868ca9ded3bb741a","id11eeccf39575d29e30c0c93e404ad3f2","id2af8fc0a2c3247c605fab73448934cb1","id72cea59c0fb4a15e60a5c7fa78c12de4","idfeb415b56def32b3a70afa72486d85ff","id5388d217b085e76a60cd80b24eb5868d","id81bb4fe9d847aecad35333efef25f87b","id12f0e6dd5c2dfc57689fe25e6914ea47","idb4d7c53e30297dc886f86c662671efed","idf9c5502bfde353c8ab4d274ccab26060","idfe1dc6da50e4dbc22d361ecc0ddc6fd1","id38e87d1e5a3c7b7f7555ea2593784322","id7263727ee60d6bb4f45041b6076e5e8e","id89c91beb20773c712921ac1f183ce96a","idb5431a779d457f331d0f57b5209c0502"
1981-12-28,2.93,0.997,2.93,162.955,117.82375,14.4,4.61,1.68,1.46,391.78,2.99,0.187,47.9,0.766,9.06,45.5,81.5,0.918,2.1,2.8,1.17,7.93,257.22,0.693,4.73,0.489,319.1,118.19,1.29,2.07
1982-01-04,9.32,1.59,21.3,164.306666666667,117.836666666667,30.6,8.75,1.93,4.17,391.69,9.22,3.45,195,3.49,49.4,81.2,245,5.17,2.89,9.32,2.1,19.5,257.33,3.51,5.81,7.09,319.24,118.29,3.18,5.33
1982-01-11,4.87,1.31,8.17,164.24,117.832,24.4,8.17,2.03,4.69,391.86,7.12,0.243,142,0.784,28.6,101,126,1.2,4.06,5.14,1.37,12.8,257.46,0.948,7.71,1.91,319.38,118.5,3.06,4.22
1982-01-18,3.59,1.16,6.46,163.1025,117.858,15.9,6.56,1.86,2.06,393.4,3.86,0.141,63.7,0.674,12.4,73.7,87.8,0.835,2.41,3.06,1.13,9.02,257.32,0.659,5.4,0.89,319.225,118.5525,1.86,2.41
1982-01-25,2.61,1.11,3.38,162.823333333333,117.9,13.8,4.8,1.78,1.54,393.21,2.92,0.15,47.1,0.647,7.48,58.8,78.4,0.761,1.75,2.84,1.01,8.32,257.24,0.645,4.78,0.531,319.07,118.67,1.38,1.98
1982-02-01,8.15,1.58,20.9,164.19,117.92,60.7,7.56,1.89,3.77,394.09,9.28,1.03,233,1.76,28.4,299,507,3.65,4.56,10,2.51,18,257.29,2.48,14,2.27,319.13,118.74,2.56,5.05
1982-02-08,3.21,1.46,7.36,163.58,117.957857142857,19.5,7.72,1.73,2.6,393.26,5.09,0.737,67.5,0.932,16.9,53.2,109,1.31,2.03,6.01,1.26,11.5,257.22,1.43,6.08,1.81,319.19,118.85,2.58,4.3
1982-02-15,2.25,1.05,3.75,163.15,117.982857142857,17.5,5.02,1.58,1.75,392.88,3.55,0.221,61,0.687,11.8,39.3,94.9,0.909,1.85,4.03,1.1,9.27,257.15,0.714,5.37,0.868,319.13,118.9,1.71,2.58
1982-02-22,1.23,0.997,2.76,162.9,118.009230769231,13.8,4.55,1.54,1.36,392.67,2.74,0.183,43.4,0.608,7.37,29.8,74.9,0.659,1.58,2.76,0.862,8.27,257.09,0.523,4.67,0.386,319.07,118.965,1.36,1.94
1982-03-01,2.19,1.24,2.73,162.81,118.036153846154,14.6,4.98,1.53,1.25,392.43,3.84,0.253,35.9,0.893,8.86,29.2,72.8,0.774,1.32,3.73,1.22,8.73,257.04,0.789,4.67,0.97,319.05,119,1.57,2.11
1982-03-08,2.75,1.02,3.48,163.075,118.05,17.6,4.94,1.43,1.31,392.5,4.76,0.191,74.1,0.618,24.9,39.3,83.4,0.663,4.13,3.23,1.55,9.94,257.03,0.612,5.01,1.04,319.03,119,1.79,1.92
1982-03-15,3.55,1.05,4.95,163.58,118.0875,20.9,5.38,1.42,2.03,392.61,4.96,0.246,99.4,0.642,26.6,52.8,99.6,0.982,3.2,3.83,1.54,11.9,257.04,0.58,5.16,1.42,319.045,119.02,1.97,1.95
1982-03-22,3.46,0.96,4.11,163.185,118.11,16.7,5.77,1.42,2.03,392.6,4.77,0.275,71,0.598,20.1,50.1,77.5,1.3,3.84,2.78,1.51,9.79,257.03,0.523,4.78,1.15,319.06,118.98,1.82,1.84
1982-03-29,3.41,0.906,2.94,162.96,118.125,14.7,6.71,1.42,1.62,392.57,8.07,0.136,71,0.542,27.5,53.7,66.7,0.734,6.38,2.59,1.58,9.4,257.01,0.435,4.5,1.83,319.005,119.06,3,1.83
1982-04-05,2.54,0.89,2.39,162.79,118.136666666667,13.7,6.98,1.38,1.17,392.37,6.39,0.099,67.7,0.454,20.5,61.4,59.8,0.529,4.77,2.06,1.26,8.06,257,0.391,4.3,1.7,318.95,119.02,3.07,1.51
1982-04-12,3.17,0.996,4.24,163.01,118.157777777778,15.5,7.94,1.42,2,392.12,6.79,0.097,109,0.472,28.3,68.9,66.7,0.759,3.67,2.16,1.69,11,256.99125,0.451,4.24,1.92,318.91,119.03,2.9,2.68
1982-04-19,2.24,0.871,2.52,162.85,118.175925925926,13.3,5.64,1.29,1.52,392.02,4.1,0.071,53.1,0.467,12.5,44.9,54.3,0.503,2.3,1.72,1.11,9.5,256.98,0.373,3.81,0.863,318.87,119.01,1.69,1.79
1982-04-26,1.67,0.888,2.29,162.76,118.194074074074,12.2,5.15,1.33,1.2,391.71,2.74,0.063,39,0.532,6.32,39.5,51.5,0.428,1.87,1.6,0.893,9.19,256.96,0.384,3.75,0.619,318.82,118.99,1.32,1.58
1982-05-03,1.83,0.851,2.19,162.79,118.212222222222,12.9,5.19,1.35,1.03,391.53,3.27,0.064,38.8,0.547,5.23,45.2,50.2,0.435,2.01,1.7,1.07,9.39,256.94,0.383,3.81,0.729,318.77,119.01,1.36,1.47
1982-05-10,2.05,0.839,2.65,162.9,118.222666666667,13.4,5.58,1.33,0.963,391.2,3.27,0.08,49.4,0.573,11.3,46.1,60.2,0.496,1.67,1.73,1.08,9.37,256.93,0.431,3.83,1.07,318.72,118.95,1.83,1.77
1982-05-17,1.5,0.81,2.25,162.8075,118.227333333333,11.6,6.56,1.34,0.943,390.8,1.94,0.058,42.2,0.574,8.88,45.6,49.1,0.391,1.33,1.43,0.791,8.71,256.94,0.333,3.69,0.653,318.67,118.95,1.25,1.6
1982-05-24,1.95,0.85,2.17,162.73,118.24,13.1,6.2,1.37,0.975,390.51,2.3,0.054,35.9,0.672,8.02,48.1,57.2,0.44,1.79,1.7,0.807,8.46,256.88,0.416,3.64,0.562,318.623333333333,118.92,1.13,1.6
1982-05-31,1.25,0.832,1.59,162.557142857143,118.2516,9.5,4.23,1.31,0.784,390.08,1.26,0.043,23.9,0.501,3.06,36.4,42.1,0.329,1.05,1.17,0.609,7.52,256.8975,0.302,3.17,0.282,318.576666666667,118.875,0.776,1.02
1982-06-07,1.16,0.823,1.38,162.423333333333,118.2544,13.3,3.88,1.31,0.743,389.65,1.07,0.042,21.9,0.441,9.43,28.6,62.9,0.424,1.18,2.15,0.53,7.43,256.86,0.415,4.35,0.226,318.533076923077,118.846666666667,0.669,0.988
1982-06-14,1.08,0.827,1.56,162.39,118.2572,10.9,4.56,1.32,0.768,389.74,1.28,0.037,23.1,0.371,4.66,41.9,49.3,0.313,1.81,1.3,0.716,7.23,256.99,0.358,3.5,0.371,318.49,118.755,0.631,0.961
1982-06-21,1,0.813,1.29,162.23,118.26,10.4,3.35,1.28,0.634,389.3,0.959,0.033,20.2,0.35,3.37,27.2,43.9,0.282,0.924,1.03,0.586,6.97,257.11,0.241,3.34,0.254,318.465,118.69,0.477,0.767
1982-06-28,1.08,0.851,1.35,162.097777777778,118.262777777778,11.2,3.9,1.29,0.723,389.04,1.27,0.029,19.6,0.436,2.92,34.2,50,0.28,1.5,1.3,0.971,7.04,257.07,0.209,3.64,0.211,318.44,118.62,0.514,0.756
1982-07-05,1.03,0.801,1.55,161.93,118.266666666667,9.91,2.71,1.27,0.62,388.69,1.16,0.025,20.9,0.343,3.55,23.5,44.8,0.291,0.786,1.27,0.644,6.72,257.1,0.183,3.32,0.227,318.405,118.555,0.482,0.698
1982-07-12,0.801,0.804,1.26,161.72,118.270555555556,9.94,2.41,1.23,0.507,388.5,0.85,0.02,13.9,0.311,1.87,19.5,30.8,0.265,0.588,0.986,0.36,6.15,257.1,0.213,2.84,0.134,318.37,118.506,0.369,0.545
1982-07-19,0.886,0.854,1.1,161.6,118.274444444444,9.54,2.28,1.23,0.487,388.18,0.864,0.022,14.2,0.339,1.66,18.1,38.8,0.241,0.609,0.916,0.297,6.21,257.1,0.202,2.85,0.105,318.32,118.43,0.407,0.524
1982-07-26,1.18,1.04,1.14,161.51,118.278333333333,14.5,2.55,1.27,0.81,388.02,1.03,0.024,15.5,0.605,1.69,24,58.1,0.271,0.862,1.93,0.434,6.85,257.1,0.311,3.15,0.618,318.27,118.38,0.438,0.728
1982-08-02,0.767,1.02,0.877,161.55,118.296,9.51,2.28,1.22,0.713,387.69,0.745,0.021,12.5,0.355,1.57,23.3,42.2,0.234,0.906,1.24,0.394,6.32,257.14,0.166,3.08,0.153,318.28,118.33,0.323,0.559
1982-08-09,1.46,1.59,1.17,161.81,118.298983050847,10.5,3.2,1.23,0.662,387.85,1.96,0.022,15.6,0.384,1.62,23.6,50.9,0.254,1.76,1.82,0.465,6.57,257.16,0.184,3.74,0.193,318.29,118.27,0.626,0.591
1982-08-16,0.889,0.779,0.833,161.64,118.297796610169,9.61,3.28,1.16,0.513,387.78,0.79,0.021,11.3,0.402,1.43,17,37.1,0.25,1.41,1.1,0.406,6.13,257.11,0.159,3.21,0.12,318.27,118.24,0.304,0.525
1982-08-23,0.837,0.82,0.819,161.52,118.296610169492,10.2,2.65,1.14,0.396,388.28,0.754,0.02,11.4,0.397,1.39,22.8,38.1,0.243,1.12,1.11,0.431,6.35,257.13,0.184,2.92,0.124,318.25,118.175,0.285,0.547
1982-08-30,0.718,0.769,0.798,161.403333333333,118.295423728814,9.77,2.41,1.1,0.383,387.91,0.69,0.022,11.1,0.341,1.21,18.8,34.9,0.238,0.967,1.05,0.416,6.32,257.11,0.172,2.88,0.133,318.23,118.143333333333,0.285,0.539
1982-09-06,0.635,0.756,0.865,161.25,118.294237288136,9.79,2.24,1.06,0.425,387.65,0.661,0.02,11.6,0.348,1.31,15.8,34,0.222,0.8,1.15,0.248,6.17,257.08,0.174,2.72,0.123,318.21,118.124545454545,0.247,0.538
1982-09-13,0.648,0.755,0.746,161.2,118.293050847458,9.19,2.03,0.999,0.331,387.33,0.624,0.016,9.17,0.331,1.25,18.1,31.5,0.217,0.719,0.837,0.242,6.11,257.11,0.179,2.7,0.121,318.185,118.111818181818,0.232,0.477
1982-09-20,0.613,0.785,0.692,161.126,118.29186440678,8.63,1.75,1.02,0.314,387.15,0.589,0.015,6.76,0.33,1.23,12.9,29.6,0.203,0.666,0.781,0.221,5.91,257.06,0.132,2.63,0.114,318.16,118.08,0.223,0.485
1982-09-27,0.764,0.794,0.756,161.147,118.290677966102,8.69,2.16,0.958,0.356,386.9,0.623,0.019,9.48,0.349,1.43,16,28.9,0.233,0.758,0.703,0.305,5.73,257.08,0.164,2.6,0.14,318.135,118.03,0.243,0.539
1982-10-04,0.71,0.788,0.734,161.063333333333,118.296,8.68,1.77,0.951,0.347,386.81,0.625,0.021,10.2,0.342,1.39,15.6,30.3,0.21,0.677,0.62,0.261,5.85,257.08,0.109,2.51,0.172,318.11,118.03,0.235,0.512
1982-10-11,1.22,0.846,1.04,163.19,118.28,10.5,2.2,1.01,1.61,386.71,0.997,0.021,25.3,0.466,6.79,16.4,37.4,0.257,0.738,0.873,0.439,7.03,257.14,0.168,2.66,0.748,318.091333333333,118.01,0.332,1.13
1982-10-18,1.28,0.736,1.15,163.08,118.27,10.8,2.26,0.977,2.59,386.69,1.22,0.03,37.7,0.407,10.8,18.1,43.8,0.344,0.684,0.924,0.644,7.03,257.15,0.225,3.08,0.965,318.072666666667,117.98,0.36,1.07
1982-10-25,0.931,0.713,1.07,162.67,118.2775,9.6,1.96,0.957,1.71,386.41,0.98,0.063,21.9,0.364,5.19,16.5,36.7,0.287,0.657,0.738,0.43,6.78,257.18,0.175,2.86,0.54,318.057368421053,117.958571428571,0.312,0.954
1982-11-01,0.866,0.652,0.95,162.32,118.28,9.22,1.85,0.94,1.01,386.24,0.84,0.029,16.3,0.328,3.14,14.4,33.3,0.279,0.608,0.733,0.449,5.59,257.145,0.149,2.76,0.303,318.042631578947,117.95,0.287,0.722
1982-11-08,0.768,0.693,0.908,162.05,118.29,9.39,1.82,0.957,0.995,386.1,0.791,0.035,15.4,0.351,2.57,14.5,29.7,0.265,0.603,0.756,0.432,5.98,257.17,0.161,2.71,0.219,318.028571428571,117.96,0.306,0.627
1982-11-15,0.862,0.648,0.998,161.865,118.284285714286,9.97,1.91,0.942,0.939,386.03,1.03,0.038,17.6,0.406,3.7,13.3,36,0.275,0.727,0.98,0.583,6,257.18,0.172,2.93,0.347,318.017142857143,117.94,0.329,0.618
1982-11-22,0.84,0.717,1.12,162.39,118.276666666667,10.8,2.11,0.94,1.6,386.05,1.71,0.051,40.5,0.391,15.8,21.2,40.1,0.286,0.846,1.45,0.615,6.54,257.09,0.18,3.36,0.723,318,117.923333333333,0.453,0.655
1982-11-29,0.88,0.792,1.01,162.28,118.26,10.2,2.04,0.936,1.35,385.81,1.26,0.036,22.2,0.377,6.2,15.3,33.9,0.253,0.68,1.41,0.486,5.98,257.15,0.174,3.3,0.444,318.002857142857,117.915,0.354,0.751
1982-12-06,0.784,0.768,0.908,161.8,118.265,9.56,1.8,0.945,1.04,385.63,1.11,0.031,17.8,0.358,4.35,12.6,31.7,0.255,0.607,1.19,0.433,5.85,257.09,0.142,3.13,0.333,318.022857142857,117.93,0.338,4.53
1982-12-13,1.83,1.07,2.42,163.15,118.27,15.7,4.43,0.998,2.6,385.69,2.86,0.129,69.8,0.603,24.8,37,67.2,2.22,2.31,3.36,0.891,8.38,257.05,0.324,4.84,1.21,318.065714285714,117.945,0.734,6.38
1982-12-20,2.14,1.52,3.13,164.855,118.276666666667,27.9,6.41,1.01,4.68,387.65,5.12,2.45,98.9,1.27,31,59.4,133,3.09,3.32,7.6,1.16,10.7,257.12,0.891,7.22,3.83,318.235714285714,118.01,1.47,4.93
1982-12-27,1.24,1.01,1.85,163.74,118.254285714286,15.2,4.5,0.957,2.6,388.24,3.54,0.126,48.9,0.537,13.8,31,64.2,0.706,1.78,3.06,0.79,8.02,257.13,0.404,5.01,1.69,318.35,118,0.994,2.66
1983-01-03,1.12,1,1.78,163.06,118.266,13.4,4.18,0.978,1.5,388.14,3.14,0.181,37.8,0.553,11,26.3,54.7,0.713,1.38,3.47,0.678,7.27,257.11,0.314,4.26,1.4,318.494285714286,118.05,1.06,2.56
1983-01-10,2.48,0.971,2.86,163.21,118.253333333333,18.4,5.96,0.997,3.22,390,8.39,0.172,93.1,0.556,25.6,53.6,78.8,0.829,2.85,3.74,1.19,8.9,257.16,0.376,5.5,1.43,318.642857142857,118.095,2.25,2.87
1983-01-17,4.73,1.34,3.93,163.29,118.2825,25.1,13.3,1.04,3.2,390.07,21.3,0.236,93.4,0.523,26.1,78.4,98.3,1.33,11.1,6.39,3.55,12.1,257.14,0.427,6.25,3.63,318.667142857143,118.15,3.87,2.73
1983-01-24,1.86,0.957,2.48,162.966666666667,118.273333333333,17.5,4.96,0.994,2.34,390.04,4.99,0.149,66.3,0.464,15.4,45,70.3,0.736,2.38,3.07,1.05,8.69,257.13,0.331,4.96,1.28,318.714285714286,118.176666666667,1.84,1.78
1983-01-31,4.03,1.29,4.69,163.06,118.296666666667,29.3,14.4,1.1,1.78,390.4,11.8,0.466,182,0.701,46.5,191,117,1.97,9.48,10.5,2.32,13.6,257.18,0.608,8.16,1.97,318.765714285714,118.26,4.38,2.4
1983-02-07,2.63,1.04,3.67,163.6,118.306666666667,20.5,7.02,1.13,2.7,390.74,7.64,0.174,97.5,0.549,21.5,65.4,87.1,0.969,3.74,3.7,1.27,10.5,257.23,0.549,5.59,1.3,318.905714285714,118.23,2.32,3.42
1983-02-14,1.74,0.991,2.44,163.146666666667,118.295,15.2,5.36,1.07,1.64,390.47,4.72,0.119,48.4,0.475,9.82,39.2,64.4,0.696,2.13,2.71,1,8.37,257.18,0.403,4.41,0.714,318.814285714286,118.25,1.24,1.82
1983-02-21,1.39,0.941,1.93,162.8275,118.297272727273,13.5,4.36,1.01,1.29,390.48,3.24,0.088,34.4,0.429,6.36,35.8,54,0.547,1.84,2.16,0.806,7.55,257.15,0.334,3.85,0.418,318.772857142857,118.3,0.896,1.5
1983-02-28,3.27,1.32,11.1,163.285,118.31,26.1,6.57,1.09,1.92,390.5,5.21,2.6,80.4,2.73,14,59,150,4.73,3.11,10.6,1.64,14.3,257.17,1.77,4.76,1.74,318.742857142857,118.36,1.69,5.47
1983-03-07,3.95,1.14,3.98,163.345,118.32,17.8,5.1,1.1,1.58,390.52,5.35,0.204,55.7,0.583,12.7,40.6,79.9,1.08,2.81,4.18,1.68,9.17,257.21,0.694,5.5,0.805,318.828571428571,118.47,1.51,2.51
1983-03-14,1.97,0.949,2.59,163.01,118.329459459459,15.1,4.45,1.11,1.42,391.15,3.86,0.127,57,0.521,15.4,37.7,61.5,0.659,2.5,2.55,1.12,7.75,257.19,0.391,5.32,0.497,318.872857142857,118.52,1.47,1.92
1983-03-21,2.63,1.02,2.92,163.003333333333,118.338918918919,22.9,7.94,1.16,1.38,391.66,5.94,0.279,78.6,0.543,15.5,85.7,105,1.01,3.35,3.85,1.36,9.47,257.19,0.444,5.44,1.25,318.83,118.54,2.78,2.62
1983-03-28,3.4,1.1,5.64,163.52,118.348378378378,21.8,6.02,1.2,2.9,391.73,5.92,0.531,106,0.771,22.1,54.2,97.1,1.45,2.69,4.2,1.37,10,257.21,0.736,5.7,1.73,318.821428571429,118.55,2.44,4.79
1983-04-04,2.74,0.99,7.42,163.65,118.357837837838,20.3,5.6,1.29,2.32,391.79,5.15,0.463,146,0.769,32,44.5,106,2.21,2.32,3.13,1.13,10.2,257.20125,0.933,5.39,2.06,318.772857142857,118.58,2.29,4.1
1983-04-11,4.62,1.15,8.53,165.32,118.367297297297,35.9,16.6,1.49,7.91,391.95,8.75,1.17,212,1.73,45.8,187,251,3.77,7.52,8.76,2.46,13.8,257.32,2.52,8.39,3.88,318.825714285714,118.675,3.64,7.78
1983-04-18,3.12,0.764,6.04,164.2,118.3825,26.1,8.68,1.51,2.29,393.37,6.95,0.329,159,0.781,30.8,77.4,150,1.35,5.02,4.33,1.52,12.5,257.35,0.965,6.68,2.84,319.035714285714,118.85,4.81,5.57
1983-04-25,2.1,0.707,3.31,163.5,118.4,20.8,7.58,1.42,1.82,393.23,4.25,0.16,86.2,0.702,16.9,57.6,96.3,0.953,2.83,3.11,1.09,10.4,257.26,0.728,5.35,1.24,318.992857142857,118.94,2.64,3.1
1983-05-02,1.97,0.783,3.52,163.22,118.43,15.9,8.05,1.43,1.7,393.07,2.92,0.134,55.2,0.628,9.81,53.9,72.3,0.754,3.7,2.37,0.895,8.97,257.23,0.58,4.89,0.857,318.881428571429,119.03,1.73,2.59
1983-05-09,1.88,0.877,2.34,163.11,118.467777777778,18.8,5.98,1.37,1.26,392.89,2.39,0.129,44,0.663,6.89,47.5,75.1,0.671,3.74,2.54,1.15,8.64,257.21,0.529,4.84,0.615,318.824285714286,119.12,1.41,2.27
1983-05-16,1.51,1.14,2.23,163.035,118.495,14.1,4.32,1.37,1.12,392.61,1.92,0.126,36.6,0.647,4.95,33,65.1,0.621,1.67,2.15,0.806,8.55,257.2,0.54,4.28,0.672,318.791428571429,119.14,1.25,2.12
1983-05-23,1.31,1.44,2.32,162.97,118.522222222222,15.8,3.55,1.42,1.29,392.37,1.55,0.152,32.1,0.738,4.27,28.9,65.9,0.85,1.3,2.14,0.747,8.01,257.1825,0.75,3.89,1.09,318.798571428571,119.13,1.01,2.9
1983-05-30,1.79,1.31,5.28,164.31,118.528,16,3.65,1.24,2.89,392.16,2.11,0.267,74.5,0.578,13.3,29.5,133,1.08,1.69,2.27,0.89,9.2,257.21,1.04,4.17,1.68,318.782857142857,119.19,1.43,5.25
1983-06-06,1.09,0.821,2.59,163.226666666667,118.556,13,3.01,1.23,1.57,391.73,1.23,0.092,36.7,0.433,5.69,24.3,59.7,0.616,1.33,1.59,0.638,7.39,257.2,0.534,3.69,0.526,318.734285714286,119.16,0.916,2.37
1983-06-13,1.02,0.983,2.09,162.938,118.582,11.8,3.97,1.22,1.28,391.51,0.993,0.077,26.6,0.455,3.98,20.6,51.4,0.834,1.06,1.32,0.615,7.58,257.22,0.583,3.47,0.311,318.691428571429,119.15,0.718,2
1983-06-20,1.03,0.836,1.79,162.8125,118.6,11.2,2.88,1.1,0.886,391.19,1.09,0.067,23.2,0.433,3.02,24,48.6,0.443,0.998,1.35,0.671,6.8,257.19,0.393,3.68,0.211,318.632857142857,119.13,0.584,1.34
1983-06-27,1.44,0.928,1.99,162.742857142857,118.62,11.3,2.8,1.19,0.827,390.87,1.22,0.045,23.6,0.473,3.65,22.9,43.3,0.403,0.87,1.98,0.493,7.03,257.16,0.392,3.75,0.219,318.585714285714,119.07,0.598,1.26
1983-07-04,0.635,0.76,1.26,162.67,118.6375,10,2.39,1.2,0.666,390.39,0.894,0.034,18.2,0.361,2.47,20.4,41.2,0.355,0.657,1.28,0.543,6.4,257.13,0.278,3.25,0.153,318.55,119,0.384,0.975
1983-07-11,0.541,1.04,1.1,162.6,118.655,9.26,2.45,1.26,0.536,390.14,0.771,0.034,17.6,0.366,2.34,20.1,34.3,0.32,0.551,1.02,0.438,6.15,257.11,0.236,3.08,0.098,318.477142857143,118.933333333333,0.339,0.922
1983-07-18,0.471,1.27,1.18,162.4725,118.672,9.01,2.07,1.4,0.534,389.81,0.649,0.038,15.2,0.334,1.99,15.9,33.2,0.295,0.498,0.941,0.427,6.19,257.18,0.172,2.95,0.099,318.395714285714,118.86,0.306,0.807
1983-07-25,0.425,0.628,1.14,162.37,118.686,8.06,2.03,1.45,0.435,389.44,0.635,0.041,15,0.313,2.11,14.7,26.7,0.299,0.466,0.788,0.405,6.45,257.11,0.202,2.75,0.072,318.358571428571,118.808,0.324,0.803
1983-08-01,0.389,0.698,0.958,162.22,118.7,8.12,1.95,1.49,0.36,389.21,0.506,0.034,11.9,0.244,1.56,12.2,24.9,0.27,0.444,0.807,0.392,6.24,257.13,0.218,2.69,0.074,318.287142857143,118.77,0.256,0.711
1983-08-08,1.57,0.783,1.19,162.135,118.704117647059,9.41,4.24,1.49,0.385,388.85,0.918,0.036,19.2,0.398,2.87,37.1,43.1,0.295,0.777,0.884,0.84,6.49,257.14,0.23,3.08,0.103,318.265714285714,118.69,0.393,0.761
1983-08-15,0.829,0.801,1.01,162.068,118.708235294118,8.98,2.99,1.45,0.316,388.6,0.607,0.029,12.6,0.35,1.45,21.5,31.6,0.263,0.538,0.911,0.546,6.08,257.0875,0.201,2.84,0.085,318.238571428571,118.62,0.329,0.671
1983-08-22,0.722,0.988,0.933,161.99,118.701111111111,9.31,3.18,1.44,0.316,388.42,0.64,0.029,11.1,0.396,1.51,15,30.6,0.309,0.543,1.02,0.444,5.63,257.1,0.196,2.73,0.089,318.225714285714,118.57,0.295,0.898
1983-08-29,0.685,0.735,0.892,161.854,118.693333333333,8.33,2.29,1.35,0.253,388.21,0.516,0.027,10.1,0.302,1.49,14.6,24.7,0.242,0.498,0.792,0.368,5.8,257.07,0.144,2.76,0.087,318.198571428571,118.522,0.251,0.625
1983-09-05,0.722,0.73,0.93,161.71,118.695,8.38,2.35,1.35,0.255,387.93,0.563,0.028,10.4,0.347,1.39,20.2,29.8,0.228,0.551,0.663,0.424,5.88,257.08,0.173,2.71,0.087,318.184285714286,118.46,0.273,0.692
1983-09-12,0.878,0.701,1.01,161.74,118.69,8.81,2.37,1.34,0.234,387.79,1.06,0.028,12.8,0.369,1.68,16.9,37.9,0.219,0.794,0.96,0.523,6.72,257.06,0.175,3,0.1,318.147142857143,118.423333333333,0.306,0.75
1983-09-19,0.755,0.668,0.987,161.71,118.69,8.4,1.98,1.26,0.236,387.54,0.775,0.026,13,0.345,1.96,15.6,32.2,0.2,0.57,0.853,0.465,5.94,257.09,0.179,2.68,0.066,318.132857142857,118.353333333333,0.27,0.679
1983-09-26,0.774,0.7,0.98,161.54,118.682857142857,8.29,1.97,1.2,0.218,387.25,0.672,0.03,12.4,0.35,1.68,12.7,30.1,0.188,0.523,0.772,0.423,5.74,257.07,0.153,2.66,0.104,318.132857142857,118.31,0.254,0.701
1983-10-03,0.759,0.796,1.01,161.42,118.69,8.47,1.86,1.17,0.245,387.19,0.766,0.023,11.8,0.395,1.6,12.2,32.2,0.178,0.465,0.69,0.379,6.04,257.13,0.155,2.46,0.078,318.024285714286,118.286666666667,0.275,0.825
1983-10-10,1.04,0.775,1.1,161.37,118.693333333333,9.17,2.35,1.14,0.309,387.01,1.29,0.029,14.6,0.355,2.67,15.9,36,0.172,0.784,1.09,0.528,6.25,257.22,0.213,2.55,0.157,317.991428571429,118.25,0.338,0.803
1983-10-17,0.866,0.739,1.09,161.43,118.694,8.47,1.92,1.07,0.315,386.82,0.792,0.03,13.2,0.323,2.41,14.5,33.8,0.161,0.631,0.723,0.39,5.72,257.07,0.187,2.73,0.202,317.997142857143,118.22,0.28,0.661
1983-10-24,0.808,0.699,1.01,161.25,118.673,8.23,1.87,0.971,0.222,386.71,0.731,0.026,12.6,0.32,1.87,13.4,30.8,0.15,0.535,0.724,0.398,5.49,257.05,0.172,2.49,0.092,317.981428571429,118.2,0.262,0.591
1983-10-31,0.751,0.705,1.15,161.19,118.68,8.25,1.83,0.95,0.455,386.5,0.73,0.024,12.3,0.262,1.71,13.6,30.7,0.134,0.538,0.662,0.406,5.45,257.07,0.156,2.1,0.078,317.981428571429,118.17,0.265,0.576
1983-11-07,0.701,0.715,0.887,161.24,118.66,7.85,1.71,0.909,0.218,386.33,0.714,0.02,12.1,0.31,1.6,13.9,29.6,0.149,0.488,0.839,0.453,5.44,257.06,0.188,2.45,0.049,317.928571428571,118.148571428571,0.243,0.574
1983-11-14,0.641,0.717,0.787,161.24,118.66,7.23,1.7,0.879,0.212,386.22,0.744,0.025,11.6,0.294,2.14,13.8,28.9,0.162,0.519,0.756,0.345,5.11,257.03,0.14,2.48,0.077,317.918571428571,118.13,0.226,0.544
1983-11-21,0.627,0.787,0.758,161.265,118.66,7.32,1.73,0.839,0.221,386.08,0.685,0.024,11.4,0.328,1.58,11.2,27.3,0.168,0.473,0.761,0.404,5,257.03,0.161,2.29,0.047,317.911428571429,118.12,0.203,0.565
1983-11-28,4.95,1.05,2.79,161.57,118.66,13.7,6.64,0.986,0.663,385.99,13.2,0.091,74.4,0.505,40.6,72.7,56.3,0.686,5.33,2.02,3.06,9.01,257.06,0.337,3.23,1.55,317.92,118.13,1.42,1.74
1983-12-05,1.5,0.734,0.925,161.25,118.6275,9.03,1.57,0.791,0.449,385.96,1.06,0.058,24,0.33,7.68,17.7,32,0.244,0.849,1.47,0.408,4.72,257.05,0.194,2.37,0.555,317.911428571429,118.078,1.27,0.591
